Postcode,Sales per month,Turnover (sale),5yr Price Growth,Crime rate,Population,Population growth (10 year),Degree,Deprivation,Social rent,Acres of green space / 1000 residents,Households,Density,Average Income,State Schools
PE27,0.40192926045016075,7,7,70,19904,7,35,12,5,18.5,2.3541099940863393,2173,50100,0.3014469453376206
PE28,0.500751126690035,3,7,65,47928,7,35,13,8,22.3,2.5233231546804253,269,51200,0.39642797529627777
PE29,0.47422261364406204,8,9,115,29522,7,33,16,20,12.1,2.4683946488294315,2987,48300,0.47422261364406204
PE30,0.45459711330833047,7,16,146,43995,5,23,21,21,9.8,2.416643779181544,2110,40000,0.47732696897374705
PE31,1.0548523206751055,6,15,39,19908,5,25,17,10,27.0,2.096461668070767,141,38400,0.6027727546714888
PE32,0.5876207887176809,5,25,39,15316,6,26,18,8,36.5,2.3153439153439153,136,41500,0.7834943849569078
PE33,0.6327512022272843,5,16,38,15804,5,26,17,7,8.6,2.5635036496350363,205,42300,0.5062009617818274
PE34,0.572532741716167,6,24,56,13973,5,21,21,7,10.7,2.427132186902901,194,39500,0.7156659271452086
PE36,1.4146494812951902,5,23,85,6362,5,26,18,10,70.0,2.039102564102564,223,35000,0.3143665513989311
PE37,0.8807985907222549,7,23,84,10218,9,23,19,12,21.2,2.2203389830508478,244,37200,0.4893325504012527
PE38,0.7404914170313026,6,16,79,14855,5,23,19,9,15.0,2.2514398302515914,373,39500,0.47122181083810166
PL1,0.8879811747990943,11,7,258,22523,3,31,26,30,7.4,1.9870313189236875,12555,32400,0.621586822359366
PL2,0.6210977084763493,17,26,81,30591,3,31,21,16,9.4,2.3145191798441402,12806,38300,0.3595828838547285
PL3,0.7452772107190304,14,20,53,30861,3,33,20,16,20.4,2.3951105937136203,11551,42700,0.1944201419267036
PL4,0.8247422680412372,16,17,128,36375,3,32,23,24,15.6,2.4825962325962325,15651,35100,0.21993127147766323
PL5,0.6290626965820927,25,27,84,42921,3,20,26,32,3.2,2.3294979647218454,7898,35100,0.4892709862305165
PL6,0.4396570674873599,11,15,51,40941,4,25,20,12,2.3,2.4073028752866463,2761,39600,0.46408246012554655
PL7,0.7310406204309962,21,18,33,31462,4,29,13,5,22.9,2.428372954615622,1051,43700,0.4131968724175195
PL8,0.5369608018614641,3,39,22,5587,7,45,12,9,6.7,2.2356942777110844,288,47200,0.7159477358152855
PL9,1.0377155943605525,11,18,37,27946,4,32,14,5,21.8,2.3239916839916837,2571,44600,0.3578329635726043
PL10,1.1584129742253113,7,71,32,3453,7,35,14,7,274.7,2.1854430379746836,476,39800,0.5792064871126557
PL11,0.9528346831824678,10,38,47,10495,7,32,16,4,38.9,2.261853448275862,650,38500,0.4764173415912339
PL12,0.5940956036925327,7,24,40,21882,7,32,15,6,23.1,2.323669958585537,545,43000,0.45699661822502513
PL13,0.5319148936170213,2,23,53,9400,7,29,18,10,27.0,2.1407424276930085,374,35200,0.5319148936170213
PL14,0.8753118298393803,8,26,72,22849,7,29,19,6,7.0,2.2892495741909626,233,37700,0.6564838723795352
PL15,0.647410358565737,5,26,44,20080,7,28,18,4,17.1,2.3819691577698694,149,37300,0.846613545816733
PL16,1.0587612493382743,5,22,20,1889,7,31,15,1,9.5,0.1704565962822595,450,40700,0.5293806246691372
PL17,0.6950650382285771,5,47,40,10071,7,32,17,3,45.1,2.342093023255814,318,39000,0.3971800218449012
PL18,0.6127450980392157,4,32,26,4896,7,35,16,4,7.3,2.263522884882108,1087,38900,0.6127450980392157
PL19,1.0946907498631637,12,18,45,16443,7,36,15,5,38.1,2.3000419639110365,225,40000,0.5473453749315819
PL20,0.6621968380100984,8,18,39,12081,7,39,14,2,32.3,2.418618618618619,100,43500,0.49664762850757393
PL21,0.6763993010540555,7,12,32,17741,7,38,12,3,13.5,2.4466970073093366,403,45700,0.5072994757905416
PL22,1.098599285910464,8,28,38,3641,7,38,14,9,8.0,2.275625,147,37600,0.8239494644328481
PL23,1.1730205278592376,2,29,35,3410,7,37,15,15,23.8,2.111455108359133,362,35000,0.8797653958944281
PL24,0.4787437763309077,5,39,53,10444,7,25,20,2,18.9,2.3965121615419918,867,34600,0.4787437763309077
PL25,0.7049976500078333,6,33,68,25532,7,25,21,7,7.9,2.34647550776583,3199,37000,0.35249882500391666
PL26,0.6771754260562055,6,35,44,26581,7,25,21,6,19.2,2.3985742645731816,450,37000,0.45145028403747034
PL27,0.7449714427613608,4,32,39,12081,7,32,17,6,45.1,2.317475541914445,230,35500,0.49664762850757393
PL28,1.1125945705384956,3,34,48,4494,7,31,16,7,55.0,2.2594268476621417,361,35700,0.4450378282153983
PL29,1.8867924528301887,5,22,29,1060,7,33,14,10,4.9,2.158859470468432,155,35500,0.9433962264150944
PL30,0.3882741215298,3,19,30,10302,7,27,19,6,25.3,2.3671875,96,38200,1.1648223645894002
PL31,0.411663807890223,4,26,100,14575,7,23,22,14,3.4,2.3607061872367994,4255,34900,0.34305317324185247
PL32,0.9643201542912248,5,-9,78,4148,7,29,18,5,41.8,2.4200700116686114,155,36700,0.7232401157184186
PL33,1.5698587127158556,7,21,34,1911,7,26,18,4,3.5,2.29136690647482,210,33500,0.5232862375719519
PL34,1.1396011396011396,4,22,27,1755,7,30,18,3,9.0,2.1747211895910783,404,33400,0.5698005698005698
PL35,2.1299254526091587,6,22,6,939,7,30,16,3,5.9,2.041304347826087,93,33400,1.0649627263045793
PO1,0.3433594286499107,5,28,302,29124,1,27,27,43,4.6,2.3114285714285714,12479,33000,0.3090234857849196
PO2,0.5523137141896597,11,26,136,41643,1,24,23,24,4.2,2.4354055792736418,14446,39900,0.3842182359580241
PO3,0.4068348250610252,7,17,149,19664,1,25,21,11,23.4,2.4433399602385686,7815,44600,0.3051261187957689
PO4,0.6242774566473989,10,14,89,43250,1,36,18,14,6.4,2.4206637935859403,13766,45600,0.27745664739884396
PO5,0.47703421016764347,5,14,184,29348,1,38,20,22,4.3,2.242530755711775,33498,37200,0.17036936077415837
PO6,0.4674506716528072,9,20,118,40646,1,27,19,16,7.9,2.486450113170612,5003,44800,0.31983467007823646
PO7,0.4755587815683428,6,9,84,39953,5,28,16,10,11.5,2.374197765628714,2020,46900,0.42549996245588567
PO8,0.5002059671629494,6,21,68,33986,7,30,15,7,49.3,2.4357485845337923,2108,48400,0.3825104454775496
PO9,0.4109898690997267,6,17,142,48663,4,25,22,13,24.8,2.42999101168481,2942,40800,0.3904403756447403
PO10,0.6021458287716225,6,19,59,18268,6,39,11,8,4.9,2.3030761472516392,1785,48000,0.4379242391066346
PO11,0.8632596685082873,4,25,84,17376,3,29,17,4,17.5,2.183737589543798,2598,39300,0.2877532228360958
PO12,0.5455308434746118,3,11,112,47660,-1,25,18,10,8.3,2.255347340526216,8939,43700,0.3147293327738145
PO13,0.43120795722417066,7,23,106,34786,-1,24,18,13,18.9,2.4438667978080653,6497,43700,0.4599551543724487
PO14,0.710512495752371,9,17,70,32371,3,32,14,8,5.6,2.373936638310355,3670,50300,0.5251614099039263
PO15,0.6674676278200508,6,21,67,22473,4,33,13,10,7.7,2.4337231968810915,3493,54700,0.22248920927335025
PO16,0.6745983073715197,8,12,85,32612,3,30,13,5,12.6,2.3329279633736317,3879,49200,0.30663559425978165
PO17,0.7535795026375283,7,36,87,6635,9,37,12,7,54.0,2.4429307805596467,327,57300,0.3014318010550113
PO18,0.45368620037807184,4,27,70,13225,9,40,13,9,43.7,2.323436401967674,204,49200,0.7561436672967864
PO19,0.6626027034190299,2,16,158,30184,9,40,14,14,6.3,2.191375054450414,6669,43400,0.46382189239332094
PO20,0.7707247895921324,2,21,61,32437,9,31,16,7,15.3,2.2794799718903724,842,39400,0.40077689058790883
PO21,0.6327672175959909,3,19,101,39509,10,24,20,7,4.4,2.2323991411458923,7272,35000,0.2531068870383963
PO22,0.5889281507656066,5,16,86,28866,10,25,18,5,6.8,2.257978723404255,3451,39300,0.242499826785838
PO30,0.5160846378806124,5,11,131,29065,2,27,20,5,14.6,2.377894134009654,569,37900,0.5504902804059866
PO31,0.9631922944616442,6,27,55,14535,2,34,15,4,8.4,2.224177505738332,1828,42900,0.3439972480220158
PO32,0.873253493013972,8,35,88,8016,2,25,21,11,16.7,2.2792152402615864,2168,38300,0.249500998003992
PO33,0.8386014707779642,3,24,103,31004,2,28,20,3,13.7,2.2239437630012193,1727,36500,0.2902851245000645
PO34,0.998003992015968,3,67,46,2004,2,36,12,5,22.6,1.9306358381502888,2446,37800,0.499001996007984
PO35,0.5550929780738274,2,52,44,3603,2,31,16,5,9.7,2.1370106761565837,940,37800,0.2775464890369137
PO36,0.8413461538461539,6,45,104,16640,2,23,21,5,16.1,2.280389201041524,1214,33100,0.2403846153846154
PO37,0.6513950711106286,4,17,102,9211,2,23,22,4,5.7,2.207284926911095,3114,31300,0.21713169037020952
PO38,0.7060484819957638,3,28,74,12747,2,30,19,6,17.4,2.182705479452055,519,35100,0.5491488193300385
PO39,1.1867088607594938,5,55,57,2528,2,28,17,7,9.0,2.2815884476534296,1425,34100,0.39556962025316456
PO40,0.5474452554744526,4,9,73,5480,2,27,19,6,39.6,2.1020329881089377,1046,34100,0.18248175182481752
PO41,1.374255611543747,4,11,37,2183,2,29,16,6,28.9,2.071157495256167,238,36700,0.0
PR1,0.5134253798653993,5,11,219,72065,4,30,21,14,10.1,2.476630696267785,9019,35300,0.48567265662943176
PR2,0.6300387023774318,6,13,125,77773,5,31,21,14,11.7,2.3604054751282284,4919,38600,0.4500276445553084
PR3,0.6925945657964837,3,20,61,37540,6,33,17,5,24.1,2.4139926692817184,300,43700,0.9057005860415556
PR4,0.7789240462507789,4,12,68,57772,6,34,15,5,10.6,2.4113865932047753,749,43600,0.5712109672505713
PR5,0.6123248750857255,10,12,96,40828,3,30,16,6,17.4,2.354691735394198,2256,41000,0.4898599000685804
PR6,0.6064106266243142,13,27,83,34630,10,34,16,5,31.3,2.344776220461778,1296,42200,0.5486572336124748
PR25,0.8791924454575057,12,18,135,30710,3,30,16,16,27.3,1.2888198757763976,2649,41900,1.0094431781178768
PR26,0.5849093390524469,5,12,79,15387,5,30,16,7,3.7,0.6644930039730523,4670,39900,0.9748488984207447
PR7,0.6825693346745222,4,25,119,55672,9,32,15,7,26.5,2.851026783428074,2430,36500,0.2694352636873114
PR8,0.6868514358907721,5,24,108,53869,2,32,18,7,19.7,4.135180778383358,7137,41600,0.3155803894633277
PR9,0.747139855241653,10,25,98,42830,3,30,19,6,12.3,7.683889486903481,1069,41900,0.14008872285780996
RG1,0.48740861088545895,8,6,222,43085,12,46,17,14,4.7,2.375792666115247,14996,53900,0.3481490077753278
RG2,0.42492165506984647,8,-6,144,37654,13,40,16,10,10.1,2.651503415252447,4212,50600,0.42492165506984647
RG4,0.5362614913176711,9,20,55,39160,12,46,14,9,25.5,2.472690534823515,2096,63300,0.4341164453524004
RG5,0.510925955038516,14,18,51,25444,15,39,14,7,28.0,2.5292246520874753,8801,59100,0.47162395849709166
RG6,0.4984078637685172,16,19,62,36115,15,43,12,6,10.5,2.678955567094429,10183,66800,0.22151460611934098
RG7,0.38137613221039246,6,9,62,31465,8,37,14,9,52.1,2.5258890583607614,488,59200,0.6356268870173208
RG8,0.5883926183471516,5,8,40,18695,8,45,9,7,22.2,2.5229419703103915,455,64100,0.5349023803155923
RG9,0.5644811115935736,4,27,49,23030,11,50,8,6,37.3,2.4125288078776452,384,57500,0.43421623968736434
RG10,0.3302873499944952,4,21,46,18166,14,44,11,6,56.7,2.4578541469354622,806,68300,0.550478916657492
RG12,0.8811922914830849,22,12,104,52202,10,34,14,19,19.4,2.3819127578025188,9714,54400,0.3256580207654879
RG14,0.718448151991698,11,9,119,37581,5,39,14,12,19.0,2.3088406954598515,4845,54900,0.5321838162901465
RG17,0.5943340157168329,7,8,66,15143,5,36,12,6,26.8,2.3136745607333844,227,51200,0.528296902859407
RG18,0.45641259698767683,10,18,54,19719,5,34,12,8,7.5,2.7315417647873668,751,57400,0.4057000862112683
RG19,0.41427472332366694,6,12,76,16897,6,36,13,11,12.6,2.4801115514457654,1082,55200,0.3550926199917145
RG20,0.5199937600748791,7,29,51,19231,8,37,13,10,40.8,2.538745874587459,176,61100,0.8839893921272944
RG21,0.5634014423076923,12,20,168,26624,10,35,16,21,7.3,2.2989379155513343,9387,53000,0.5258413461538461
RG22,0.5963029218843172,23,21,81,41925,10,29,16,16,10.6,2.4683544303797467,9585,56900,0.38163387000596305
RG23,0.5778438170711574,7,6,64,12114,10,32,13,7,32.9,2.4487568223165557,1014,54600,0.5778438170711574
RG24,0.7304369918699186,15,2,99,31488,10,38,13,20,17.5,2.431693567070816,3242,58300,0.44461382113821135
RG25,0.5886508123381211,9,11,61,8494,10,34,14,8,78.5,2.3792717086834734,164,57200,0.4709206498704968
RG26,0.49166405935726104,10,16,55,22373,10,38,11,7,30.2,2.43449401523395,648,58600,0.3128771286818934
RG27,0.8220900430388316,9,25,64,20679,10,42,11,9,43.3,2.4926470588235294,527,62300,0.3385076647806954
RG28,0.693721817551162,13,3,65,5766,10,41,11,8,56.6,2.34390243902439,224,56300,0.346860908775581
RG29,0.27789356676392946,5,8,55,7197,9,43,10,5,9.3,2.907878787878788,398,63100,0.5557871335278589
RG30,0.5298318359824925,12,17,129,43410,11,33,18,9,9.4,2.442056705670567,6368,49100,0.48375950241879756
RG31,0.464352050292899,13,15,61,27996,7,32,16,9,12.5,2.5108520179372196,7212,56000,0.5000714387769681
RG40,0.753551109604009,9,17,91,26541,15,47,9,6,36.7,2.462516236778623,2047,68200,0.6405184431634076
RG41,0.5669737774627923,12,20,50,28220,15,48,9,5,34.1,2.59351162576969,4854,71500,0.5315379163713678
RG42,0.6592724734351975,7,10,61,25786,10,39,11,6,29.2,2.4360888049126124,2370,58900,0.34902660358333976
RG45,0.703977472720873,11,19,41,14205,12,40,10,8,23.6,2.6812004530011326,2224,60100,0.42238648363252373
RH1,0.4734848484848485,3,11,95,46464,9,43,13,11,16.9,2.4368804741175856,1814,58700,0.34435261707988984
RH2,0.6514408338442673,6,3,63,26096,9,46,11,7,27.4,2.4836775483011326,1784,61400,0.38320049049662785
RH3,0.6955715279387896,8,23,30,4313,2,44,10,4,204.6,2.4257592800899888,594,50500,0.23185717597959657
RH4,0.5119344723875344,7,26,86,15627,2,44,13,6,60.0,2.2980882352941174,1372,56300,0.5759262814359762
RH5,0.3643208452243609,4,37,42,16469,3,42,12,6,87.2,2.4956811638126988,307,53300,0.3036007043536341
RH6,0.5432199361716575,7,14,160,29454,9,33,13,6,7.4,2.4506198519011564,1972,53500,0.37346370611801455
RH7,0.3496911061895326,5,13,74,8579,6,36,12,7,25.9,2.55175490779298,468,53500,0.3496911061895326
RH8,0.65470734581642,9,23,75,15274,6,43,11,4,18.7,2.5397406052544063,1447,63700,0.5237658766531361
RH9,0.5461496450027307,5,8,84,5493,6,38,12,11,29.3,2.5047879616963065,638,52400,0.3640997633351538
RH10,0.45522138933568024,4,10,115,65902,10,31,16,9,14.7,2.454999254954552,3324,54000,0.3338290188461655
RH11,0.3467596225795266,11,25,108,54793,11,26,22,16,18.7,2.5576716612986043,4160,44500,0.32850911612797257
RH12,0.8891523414344991,6,17,87,43862,12,38,12,4,9.5,2.378891419893698,1341,54700,0.38757922575349957
RH13,0.44903457566232596,7,11,49,37859,12,37,12,4,24.6,2.5027434388841145,659,55800,0.5282759713674423
RH14,0.4232804232804233,4,4,63,14175,11,38,11,4,20.9,2.4041723202170964,339,52500,0.4232804232804233
RH15,0.6719354941925576,9,12,66,31253,9,34,12,9,9.6,2.4942537909018356,4267,53300,0.3519662112437206
RH16,0.7666902571361169,11,6,54,33912,9,44,11,8,10.0,2.3369857349596854,4392,57900,0.2948808681292758
RH17,0.581426079602516,6,23,44,18919,9,40,11,4,29.6,2.5740136054421767,305,55100,0.6871399122575189
RH18,0.6581834137779728,10,1,59,4558,8,41,10,4,132.7,2.5196241017136543,556,50400,0.21939447125932426
RH19,0.6249627998333432,3,28,54,33602,9,36,11,5,9.9,2.4245616566851864,1295,53200,0.3571215999047676
RH20,0.6868131868131868,6,18,54,24752,12,37,11,6,14.8,2.3025116279069766,507,48800,0.36360698125404006
RM1,0.8477534533486262,12,23,246,20053,10,34,18,10,11.6,2.3257944792391556,11731,47300,0.4488106517728021
RM2,0.9063444108761329,18,22,74,13240,10,37,16,11,13.4,2.345023025150549,10330,52400,0.3021148036253776
RM3,0.49668463009412167,11,13,127,40267,10,29,23,18,19.4,2.389165776670227,9576,41700,0.3476792410658852
RM4,0.6993006993006993,4,7,130,4290,8,28,18,7,379.7,2.3833333333333333,253,46400,0.6993006993006993
RM5,0.42056566081379454,11,16,80,19022,10,26,19,15,59.4,2.514806980433633,9054,45100,0.15771212280517297
RM6,0.36460865337870685,8,22,112,32912,13,37,21,14,17.7,2.6988109881098814,8301,45700,0.36460865337870685
RM7,0.5065856129685917,14,18,97,27636,11,33,19,18,31.7,2.4805672740328517,9917,46400,0.25329280648429586
RM8,0.3846351094927945,16,21,115,38998,17,32,26,32,7.7,2.6280746681043197,24256,42300,0.33335042822708855
RM9,0.25388586419927217,12,21,122,35449,17,31,27,37,10.2,2.6405214152700185,14158,40600,0.3667240260656154
RM10,0.3431437244291936,13,22,131,37885,17,31,26,28,17.1,2.5966415352981493,18327,40100,0.36953939553913157
RM11,0.542472397727998,9,20,70,31338,10,31,16,4,18.6,2.5344116457743633,9577,51800,0.3191014104282341
RM12,0.4623876542496316,14,18,61,34603,10,27,18,8,24.8,2.4435421227314458,12232,49500,0.31789151229662166
RM13,0.4926801801801801,11,18,111,28416,10,26,21,12,41.5,2.495915678524374,3388,45800,0.3871058558558559
RM14,0.5203493774391377,9,6,60,26905,10,30,13,2,67.7,2.481553218963291,1277,56400,0.44601375209068944
RM15,0.4009038559661783,9,17,117,27438,11,26,23,24,56.4,2.462795081231487,3042,39500,0.4009038559661783
RM16,0.41297218510870887,8,17,92,41165,11,28,18,14,16.1,2.6198052567937373,4539,48600,0.41297218510870887
RM17,0.4027976125086967,8,10,129,27309,11,29,18,10,3.3,2.472521502942508,12601,42700,0.29294371818814313
RM18,0.6575801052128168,14,29,165,16728,11,25,23,13,3.8,2.645579629922505,1558,40300,0.29890004782400764
RM19,0.45927740355174523,7,17,145,6532,11,36,17,9,3.6,2.3303603282197645,3574,47800,0.3061849357011635
RM20,0.8028904054596548,12,5,557,4982,11,37,13,6,5.1,2.5947916666666666,2217,47700,0.0
S1,0.5086987486010784,4,20,708,9829,1,49,16,11,1.3,3.153352582611485,24070,39100,0.10173974972021568
S2,0.40336134453781514,22,34,184,44625,1,30,27,43,6.9,2.4557010785824342,10835,33500,0.40336134453781514
S3,0.2612466691049689,4,24,178,19139,1,43,22,26,6.7,2.663373225716671,15171,36800,0.2612466691049689
S4,0.28845460445662363,29,20,186,13867,1,27,30,33,5.5,2.8236611688047244,10891,34800,0.3605682555707796
S5,0.33075892635652504,26,35,150,60467,1,19,31,39,8.7,2.433377600708278,11819,32600,0.3142209800386988
S6,0.566650067826296,21,36,95,58237,1,37,18,9,10.3,2.218129880022853,1717,41200,0.2747394268248708
S7,0.45837391852403603,15,15,81,17453,1,54,13,3,4.2,2.589081738614449,11830,50200,0.5156706583395405
S8,0.7187819912439285,21,20,104,45911,1,38,19,14,24.1,2.2098093954562956,4828,40800,0.30493781446712115
S9,0.32254596279969894,23,26,199,27903,1,22,29,35,22.1,2.611417875526439,4045,34400,0.39422284342185426
S10,0.4771784232365145,14,21,55,48200,1,52,12,8,7.8,2.71442248127499,2910,51900,0.24896265560165975
S11,0.6419796317371385,16,28,69,34269,1,56,11,3,7.0,2.4620303182699907,8317,54600,0.262628031165193
S12,0.49145731548668725,19,31,88,34591,1,21,23,20,15.6,2.2669244380365687,8067,37200,0.28909253852158073
S13,0.4233562379913375,16,31,145,30707,1,23,23,15,25.0,2.2610264339886603,5961,35200,0.3256586446087212
S14,0.31833616298811546,48,53,194,9424,1,23,29,56,9.9,2.144742831133364,11614,34200,0.21222410865874364
S17,0.7104566298520959,11,26,60,15483,1,48,10,3,31.2,2.24880174291939,2688,51300,0.3875217981011432
S18,0.643707756678468,12,24,53,24856,3,34,14,11,27.9,2.295106186518929,1006,45200,0.5632442870936595
S20,0.44855980263368683,12,18,98,31211,1,25,19,13,29.0,2.3203479295219687,5851,42200,0.35243984492646824
S21,0.5294061026085283,9,17,70,20778,3,25,18,12,37.8,2.3858077850499484,2424,37400,0.481278275098662
S25,0.8148396683123232,11,29,94,20863,3,25,19,12,10.7,2.384342857142857,2238,40800,0.527249197143268
S26,0.5026097042335202,7,19,82,25865,3,26,18,7,36.1,2.3799227088700774,1521,40200,0.5412719891745602
S32,0.5159071367153912,8,1,38,5815,1,50,10,6,27.6,2.292981072555205,214,49600,0.8598452278589854
S33,1.0052271813429834,17,29,77,4974,0,44,12,9,42.5,2.213618157543391,68,45900,1.4073180538801768
S35,0.5317991732940124,13,32,81,41369,1,26,21,9,24.9,2.334857207359747,1240,42100,0.43510841451328286
S36,0.5472654967346492,9,13,66,27409,3,32,16,6,9.2,2.3124103602463513,497,43300,0.47429676383669594
S40,0.6296868738908924,14,13,133,34938,0,31,19,13,17.5,2.1421213979153895,7945,40400,0.40070982883965883
S41,0.6584181503936792,12,18,132,36451,6,27,21,15,29.8,2.2030097908860147,3815,35400,0.4663795231955228
S42,0.637213254035684,9,20,79,28248,3,30,19,13,29.3,2.271652593486128,1082,40300,0.35400736335315774
S43,0.44401687264116035,7,21,92,40539,2,23,21,15,14.7,2.3108362309753177,2106,35100,0.46868447667678037
S44,0.5989955305718104,7,15,120,21703,5,24,23,12,63.8,2.2953992596509782,670,34500,0.5529189512970557
S45,0.8743169398907104,10,11,100,13725,3,25,21,8,14.6,2.242280673092632,779,34100,0.36429872495446264
S60,0.4476157876721346,7,10,137,37979,3,25,24,21,26.1,2.472591145833333,3407,38600,0.42128544722083255
S61,0.5576311827357386,19,23,114,35866,3,20,25,20,14.4,2.311698356429262,3149,34800,0.4182233870518039
S62,0.4551891563827635,12,15,140,19772,3,19,25,17,16.9,2.315493617519616,2127,34500,0.5563423022455998
S63,0.7652320764176583,12,22,146,37897,5,20,26,13,25.9,2.334996919285274,4267,34900,0.44858432065862736
S64,0.5842827928717499,13,7,124,30807,3,20,24,14,10.3,2.311276164753545,5081,34500,0.4219820170740416
S65,0.3974788484469934,12,32,157,35222,3,22,25,15,13.3,2.406038663843159,3271,32100,0.5962182726704901
S66,0.610593802472905,13,16,101,45857,3,23,23,9,8.6,2.38106859130796,1804,38800,0.3707176657871208
S70,0.6750266116260352,13,18,221,38517,6,22,25,15,17.8,2.186602327561737,5011,33800,0.3894384297842511
